method,distribution,n,m,load_factor,num_hash_functions,trial,insert_time_total,insert_time_per_op,search_time_total,search_time_per_op,search_comparisons_total,search_comparisons_avg,max_chain_length,average_chain_length,non_empty_buckets,empty_buckets,chain_length_stdev,collision_count,unique_keys,p,coefficients
fixed,sorted,1000,2000,0.5,1,20,0.0012907919990539085,1.2907919990539084e-06,0.0003296670001873281,6.593340003746562e-07,500,1.0,1,0.5,1000,1000,0.5,0,1000,,
universal,sorted,1000,2000,0.5,3,20,0.0025471660010225605,2.5471660010225605e-06,0.000918624999030726,1.837249998061452e-06,821,1.642,3,0.5,800,1200,0.6884765791223402,200,1000,2.305843009213694e+18,"[[1326467972949138173, 150235521510768009], [1878749678761878296, 2057856258604839518], [714528426559143356, 1546845777023972402]]"
fixed,sorted,1000,2000,0.5,1,21,0.0012886249969596975,1.2886249969596975e-06,0.0003288750012870878,6.577500025741756e-07,500,1.0,1,0.5,1000,1000,0.5,0,1000,,
universal,sorted,1000,2000,0.5,3,21,0.0024550830021325964,2.4550830021325966e-06,0.0009059589974640403,1.8119179949280807e-06,767,1.534,3,0.5,845,1155,0.6434283176858165,155,1000,2.305843009213694e+18,"[[1024322815512585445, 2145571529822921201], [583220317473756343, 1521440433806999588], [891688296819238137, 181082232511610579]]"
fixed,sorted,1000,2000,0.5,1,22,0.0012865829994552769,1.286582999455277e-06,0.00033179200181621127,6.635840036324225e-07,500,1.0,1,0.5,1000,1000,0.5,0,1000,,
universal,sorted,1000,2000,0.5,3,22,0.002519208999729017,2.5192089997290168e-06,0.0009285829983127769,1.8571659966255538e-06,791,1.582,4,0.5,822,1178,0.6655824516917495,178,1000,2.305843009213694e+18,"[[287886780813115929, 1413457234261051687], [1236295213923302512, 1583790892526252416], [469264712334336849, 619461346342472605]]"
fixed,sorted,1000,2000,0.5,1,23,0.0012876670007244684,1.2876670007244685e-06,0.00033808299849624746,6.76165996992495e-07,500,1.0,1,0.5,1000,1000,0.5,0,1000,,
universal,sorted,1000,2000,0.5,3,23,0.0024815420001687016,2.4815420001687016e-06,0.0009108340018428862,1.8216680036857724e-06,810,1.62,4,0.5,833,1167,0.6580273550544841,167,1000,2.305843009213694e+18,"[[666030003530279332, 1185754838603315180], [507164280403988863, 1057119984642882112], [1021713661893975990, 2137083730657759889]]"
fixed,sorted,1000,2000,0.5,1,24,0.001289249998080777,1.289249998080777e-06,0.0003314159985166043,6.628319970332086e-07,500,1.0,1,0.5,1000,1000,0.5,0,1000,,
universal,sorted,1000,2000,0.5,3,24,0.0025556250002409797,2.55562500024098e-06,0.0009242500018444844,1.8485000036889686e-06,906,1.812,4,0.5,796,1204,0.6985699678629192,204,1000,2.305843009213694e+18,"[[719391770955253926, 2130106160647316609], [1814591772010625413, 678012837864961736], [2256121436648175771, 1806161501175307684]]"
fixed,sorted,1000,2000,0.5,1,25,0.0012944169975526165,1.2944169975526166e-06,0.0003312089975224808,6.624179950449615e-07,500,1.0,1,0.5,1000,1000,0.5,0,1000,,
universal,sorted,1000,2000,0.5,3,25,0.0024864170009095687,2.486417000909569e-06,0.000923542000236921,1.847084000473842e-06,914,1.828,5,0.5,763,1237,0.7368853370776216,237,1000,2.305843009213694e+18,"[[267692963849940753, 941673545738002381], [1078297968137412989, 615313745506248579], [1375102846946731697, 1124764272089465404]]"
fixed,sorted,1000,2000,0.5,1,26,0.0013088329978927504,1.3088329978927505e-06,0.00033524999889777973,6.704999977955595e-07,500,1.0,1,0.5,1000,1000,0.5,0,1000,,
universal,sorted,1000,2000,0.5,3,26,0.0025391670023964252,2.539167002396425e-06,0.0009040419972734526,1.808083994546905e-06,745,1.49,3,0.5,837,1163,0.6526867548832288,163,1000,2.305843009213694e+18,"[[1075367493781816306, 1590101887495472611], [1902892487837865007, 1154722482783782897], [1398969667391390162, 561164263128564704]]"
fixed,sorted,1000,2000,0.5,1,27,0.0012958330007677432,1.2958330007677433e-06,0.0003293330009910278,6.586660019820556e-07,500,1.0,1,0.5,1000,1000,0.5,0,1000,,
universal,sorted,1000,2000,0.5,3,27,0.0024917920018197037,2.4917920018197035e-06,0.000931665999814868,1.863331999629736e-06,853,1.706,4,0.5,800,1200,0.697137002317335,200,1000,2.305843009213694e+18,"[[86018572855962195, 1847883699258444581], [153743650771889609, 794633789185287595], [2121092647333014343, 2013162642849706046]]"
fixed,sorted,1000,2000,0.5,1,28,0.0012957079998159315,1.2957079998159316e-06,0.0003317080008855555,6.63416001771111e-07,500,1.0,1,0.5,1000,1000,0.5,0,1000,,
universal,sorted,1000,2000,0.5,3,28,0.00252179200106184,2.52179200106184e-06,0.0009166669988189824,1.8333339976379647e-06,838,1.676,4,0.5,818,1182,0.6700746227100381,182,1000,2.305843009213694e+18,"[[273089160051860230, 1621121173616640907], [1037773347474994553, 742865219208374151], [246540013351488701, 1890370731478794172]]"
fixed,sorted,1000,2000,0.5,1,29,0.0012916249979753047,1.2916249979753046e-06,0.0003322080010548234,6.644160021096468e-07,500,1.0,1,0.5,1000,1000,0.5,0,1000,,
universal,sorted,1000,2000,0.5,3,29,0.0024875839990272652,2.4875839990272653e-06,0.0009222920016327407,1.8445840032654815e-06,863,1.726,4,0.5,784,1216,0.7049822692805827,216,1000,2.305843009213694e+18,"[[1172432318357405658, 1841538480035479711], [610889197299678937, 356910957590253921], [1744744512350649053, 459482189801702091]]"
fixed,adversarial,1000,2000,0.5,1,0,0.004360040999017656,4.3600409990176555e-06,0.01559724999970058,3.119449999940116e-05,255857,511.714,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,0,0.0025032919984369073,2.5032919984369074e-06,0.000898833000974264,1.797666001948528e-06,820,1.64,4,0.5,812,1188,0.677495387438173,188,1000,2.305843009213694e+18,"[[256711980439665054, 1709899044117486289], [564682175042572888, 321752549611034334], [236337776990707882, 1707863537360842093]]"
fixed,adversarial,1000,2000,0.5,1,1,0.004341291998571251,4.34129199857125e-06,0.01528508299816167,3.057016599632334e-05,250790,501.58,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,1,0.002489458998752525,2.489458998752525e-06,0.0008769579981162678,1.7539159962325356e-06,745,1.49,3,0.5,836,1164,0.6519202405202649,164,1000,2.305843009213694e+18,"[[659665203979258006, 1758630025113616856], [2212240429613108902, 852878681887507335], [1610489816920689347, 222016741360720591]]"
fixed,adversarial,1000,2000,0.5,1,2,0.0043502500011527445,4.3502500011527445e-06,0.015121208001801278,3.0242416003602557e-05,247983,495.966,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,2,0.0024312499990628567,2.4312499990628565e-06,0.0008752499998081475,1.7504999996162951e-06,756,1.512,4,0.5,826,1174,0.6625707509390978,174,1000,2.305843009213694e+18,"[[1199085610155232937, 1617812241682181496], [268989063807004320, 875226211544593835], [667698580330647039, 518091674429352682]]"
fixed,adversarial,1000,2000,0.5,1,3,0.004342208001617109,4.3422080016171095e-06,0.015160249997279607,3.0320499994559215e-05,249481,498.962,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,3,0.0024960000009741634,2.4960000009741636e-06,0.0008891670004231855,1.778334000846371e-06,1015,2.03,4,0.5,755,1245,0.7536577472566709,245,1000,2.305843009213694e+18,"[[963130306873368709, 594124941275654819], [699113413627218811, 49790444920847614], [1116618126344352917, 264798812748597129]]"
fixed,adversarial,1000,2000,0.5,1,4,0.004339334001997486,4.339334001997486e-06,0.01452995900035603,2.905991800071206e-05,249625,499.25,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,4,0.002503333998902235,2.503333998902235e-06,0.0008819579998089466,1.7639159996178933e-06,801,1.602,4,0.5,804,1196,0.6906518659932803,196,1000,2.305843009213694e+18,"[[176127807941085543, 92145436972157049], [1353304280071655414, 2046636642761636536], [1463118878522575776, 350413271360474182]]"
fixed,adversarial,1000,2000,0.5,1,5,0.004345207998994738,4.345207998994738e-06,0.014771750000363681,2.9543500000727363e-05,254191,508.382,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,5,0.0024425000010523945,2.4425000010523943e-06,0.0008875000021362212,1.7750000042724424e-06,828,1.656,4,0.5,793,1207,0.697137002317335,207,1000,2.305843009213694e+18,"[[144173240364996770, 1276607102766329742], [1316153465216681486, 593588258721341972], [891339916669062610, 1419387771326649839]]"
fixed,adversarial,1000,2000,0.5,1,6,0.004340040999522898,4.340040999522898e-06,0.014418874998227693,2.8837749996455388e-05,247457,494.914,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,6,0.0024915419999160804,2.4915419999160803e-06,0.0008906250004656613,1.7812500009313226e-06,855,1.71,4,0.5,814,1186,0.6797058187186571,186,1000,2.305843009213694e+18,"[[727386515324539458, 1284136067485901726], [1233138577490571038, 1828907452299493987], [1165171476919621068, 1646066583754636611]]"
fixed,adversarial,1000,2000,0.5,1,7,0.004341665997344535,4.3416659973445345e-06,0.014426749999984168,2.8853499999968335e-05,247589,495.178,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,7,0.0025054170000657905,2.5054170000657903e-06,0.0008949589973781258,1.7899179947562516e-06,923,1.846,4,0.5,786,1214,0.7099295739719539,214,1000,2.305843009213694e+18,"[[793970665397899006, 2152094108188559335], [745929175751854539, 1278256298576207987], [1862522474300937406, 1567653588555493210]]"
fixed,adversarial,1000,2000,0.5,1,8,0.004347082998719998,4.347082998719997e-06,0.015084124999702908,3.0168249999405817e-05,259301,518.602,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,8,0.00244725000084145,2.44725000084145e-06,0.0008884159979061224,1.7768319958122447e-06,848,1.696,3,0.5,839,1161,0.6496152707564686,161,1000,2.305843009213694e+18,"[[1973099216186019426, 839551891445904909], [2054075847285760178, 1596895736779450158], [1768356806526079850, 761040643918656312]]"
fixed,adversarial,1000,2000,0.5,1,9,0.004339040999184363,4.339040999184362e-06,0.01417158300318988,2.834316600637976e-05,244500,489.0,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,9,0.002491332998033613,2.491332998033613e-06,0.0009304580016760156,1.860916003352031e-06,866,1.732,5,0.5,739,1261,0.7816648898345121,261,1000,2.305843009213694e+18,"[[1933427113282973200, 1273492775044695229], [567420718719220919, 2291110579130834537], [1919842552580472723, 589921478534064354]]"
fixed,adversarial,1000,2000,0.5,1,10,0.004340082999988226,4.340082999988227e-06,0.014456875000178115,2.8913750000356232e-05,247528,495.056,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,10,0.0025194170011673123,2.5194170011673124e-06,0.0009393750005983748,1.8787500011967496e-06,745,1.49,3,0.5,831,1169,0.6534523701081817,169,1000,2.305843009213694e+18,"[[618696799174358726, 2029214271970554437], [1181946042011416434, 1971785935387254006], [855518877651879508, 78523067754061221]]"
fixed,adversarial,1000,2000,0.5,1,11,0.004559999997582054,4.559999997582053e-06,0.015163541997026186,3.0327083994052374e-05,256928,513.856,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,11,0.002502916999219451,2.502916999219451e-06,0.0009888749991660006,1.9777499983320014e-06,810,1.62,4,0.5,810,1190,0.6855654600401044,190,1000,2.305843009213694e+18,"[[1967359095987829717, 498185230560009946], [1157680175712590001, 1113020793331031894], [1655376568515428791, 831730782862272696]]"
fixed,adversarial,1000,2000,0.5,1,12,0.0043798750011774246,4.379875001177424e-06,0.015461250000953441,3.092250000190688e-05,253816,507.632,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,12,0.0027138750010635704,2.7138750010635705e-06,0.0009227920018020086,1.8455840036040171e-06,762,1.524,3,0.5,845,1155,0.6457553716385176,155,1000,2.305843009213694e+18,"[[2258536001366688123, 1012121370449003109], [686970057059376321, 2051824648104402063], [1124175962628406669, 504983195232581899]]"
fixed,adversarial,1000,2000,0.5,1,13,0.0043876249983441085,4.387624998344108e-06,0.014258124996558763,2.8516249993117525e-05,249184,498.368,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,13,0.002489875001629116,2.489875001629116e-06,0.0009528330010653008,1.9056660021306016e-06,767,1.534,3,0.5,848,1152,0.6434283176858165,152,1000,2.305843009213694e+18,"[[2277903568736387890, 452514279465990313], [2303280692498563247, 697951185415921787], [183691764838410618, 423743168849403417]]"
fixed,adversarial,1000,2000,0.5,1,14,0.004395957999804523,4.395957999804523e-06,0.014989584000431933,2.9979168000863864e-05,254226,508.452,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,14,0.002453125001920853,2.453125001920853e-06,0.0009101249997911509,1.8202499995823019e-06,853,1.706,4,0.5,817,1183,0.6767569726275452,183,1000,2.305843009213694e+18,"[[1956076132499880650, 26508845497723367], [1505952038662606745, 694384076709536977], [1251442079079685814, 2146666122401106131]]"
fixed,adversarial,1000,2000,0.5,1,15,0.004391832997498568,4.391832997498568e-06,0.014755790998606244,2.9511581997212487e-05,255490,510.98,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,15,0.002463374999933876,2.463374999933876e-06,0.0009003749983094167,1.8007499966188334e-06,737,1.474,3,0.5,839,1161,0.650384501660364,161,1000,2.305843009213694e+18,"[[847978861133403702, 1395714462194184430], [518482636670340538, 740682746084312398], [1100716632290196263, 2269261073193213249]]"
fixed,adversarial,1000,2000,0.5,1,16,0.004369708000012906,4.369708000012906e-06,0.014614499999879627,2.9228999999759254e-05,247504,495.008,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,16,0.0025023749985848553,2.502374998584855e-06,0.0008965410015662201,1.7930820031324402e-06,770,1.54,3,0.5,839,1161,0.6457553716385176,161,1000,2.305843009213694e+18,"[[454612962106966139, 1702438209959121919], [2265420330264173236, 463866247378689703], [443667755326800348, 934787930118675060]]"
fixed,adversarial,1000,2000,0.5,1,17,0.004403625000122702,4.403625000122702e-06,0.01687508400209481,3.3750168004189615e-05,267760,535.52,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,17,0.0024195410005631857,2.419541000563186e-06,0.0009678750029706862,1.9357500059413725e-06,729,1.458,3,0.5,840,1160,0.6488451279003334,160,1000,2.305843009213694e+18,"[[195095767942445094, 1500048066919629750], [1059562453095694534, 313986444720046481], [691564608163384468, 53651072377497930]]"
fixed,adversarial,1000,2000,0.5,1,18,0.004463332999876002,4.4633329998760015e-06,0.014725832999829436,2.945166599965887e-05,246355,492.71,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,18,0.002697957999771461,2.6979579997714607e-06,0.0009444999996048864,1.8889999992097727e-06,947,1.894,5,0.5,748,1252,0.744983221287567,252,1000,2.305843009213694e+18,"[[653524007492807808, 355415340864572460], [529539352426941228, 1114891161808553618], [2041277660056489008, 2248875904457507991]]"
fixed,adversarial,1000,2000,0.5,1,19,0.004396459000417963,4.396459000417963e-06,0.015208749999146676,3.0417499998293352e-05,259277,518.554,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,19,0.002536625001084758,2.536625001084758e-06,0.0009175830018648412,1.8351660037296825e-06,919,1.838,4,0.5,730,1270,0.7700649323271382,270,1000,2.305843009213694e+18,"[[418983635330710152, 499844581152741729], [2091481658804620576, 676363097439722673], [1853845312400714918, 63921434307813850]]"
fixed,adversarial,1000,2000,0.5,1,20,0.004401417001645314,4.401417001645314e-06,0.015105042002687696,3.0210084005375393e-05,259544,519.088,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,20,0.0025300000015704427,2.5300000015704426e-06,0.0008980829989013728,1.7961659978027455e-06,774,1.548,3,0.5,852,1148,0.6371812928829597,148,1000,2.305843009213694e+18,"[[1326467972949138173, 150235521510768009], [1878749678761878296, 2057856258604839518], [714528426559143356, 1546845777023972402]]"
fixed,adversarial,1000,2000,0.5,1,21,0.00437058299939963,4.37058299939963e-06,0.01534420899770339,3.068841799540678e-05,257942,515.884,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,21,0.002411334000498755,2.411334000498755e-06,0.0008824159995128866,1.7648319990257733e-06,837,1.674,4,0.5,793,1207,0.7042726744663603,207,1000,2.305843009213694e+18,"[[1024322815512585445, 2145571529822921201], [583220317473756343, 1521440433806999588], [891688296819238137, 181082232511610579]]"
fixed,adversarial,1000,2000,0.5,1,22,0.004363249998277752,4.363249998277752e-06,0.014929749999282649,2.9859499998565297e-05,259415,518.83,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,22,0.002418084000964882,2.4180840009648817e-06,0.0008852499995555263,1.7704999991110525e-06,775,1.55,3,0.5,837,1163,0.6511528238439882,163,1000,2.305843009213694e+18,"[[287886780813115929, 1413457234261051687], [1236295213923302512, 1583790892526252416], [469264712334336849, 619461346342472605]]"
fixed,adversarial,1000,2000,0.5,1,23,0.004365333999885479,4.365333999885479e-06,0.014944666996598244,2.9889333993196487e-05,257095,514.19,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,23,0.002548667001974536,2.5486670019745363e-06,0.0008974999982456211,1.7949999964912422e-06,896,1.792,4,0.5,812,1188,0.6797058187186571,188,1000,2.305843009213694e+18,"[[666030003530279332, 1185754838603315180], [507164280403988863, 1057119984642882112], [1021713661893975990, 2137083730657759889]]"
fixed,adversarial,1000,2000,0.5,1,24,0.004367417001049034,4.367417001049034e-06,0.014749082998605445,2.949816599721089e-05,253382,506.764,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,24,0.002516917000320973,2.516917000320973e-06,0.0008940830011852086,1.788166002370417e-06,860,1.72,5,0.5,753,1247,0.7509993342207435,247,1000,2.305843009213694e+18,"[[719391770955253926, 2130106160647316609], [1814591772010625413, 678012837864961736], [2256121436648175771, 1806161501175307684]]"
fixed,adversarial,1000,2000,0.5,1,25,0.004372958002932137,4.372958002932137e-06,0.015090459000930423,3.0180918001860847e-05,259465,518.93,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,25,0.0025022080008056946,2.5022080008056945e-06,0.0008855839987518266,1.7711679975036531e-06,803,1.606,4,0.5,824,1176,0.6685805860178712,176,1000,2.305843009213694e+18,"[[267692963849940753, 941673545738002381], [1078297968137412989, 615313745506248579], [1375102846946731697, 1124764272089465404]]"
fixed,adversarial,1000,2000,0.5,1,26,0.004368917001556838,4.368917001556838e-06,0.01475524999841582,2.951049999683164e-05,253742,507.484,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,26,0.0024990839992824476,2.499083999282448e-06,0.0008828329991956707,1.7656659983913415e-06,821,1.642,4,0.5,815,1185,0.6767569726275452,185,1000,2.305843009213694e+18,"[[1075367493781816306, 1590101887495472611], [1902892487837865007, 1154722482783782897], [1398969667391390162, 561164263128564704]]"
fixed,adversarial,1000,2000,0.5,1,27,0.004376833003334468,4.3768330033344685e-06,0.01480808300038916,2.961616600077832e-05,254366,508.732,1000,0.5,1,1999,22.355088906108158,999,1000,,
universal,adversarial,1000,2000,0.5,3,27,0.002529499997763196,2.529499997763196e-06,0.0009131250008067582,1.8262500016135163e-06,1080,2.16,4,0.5,719,1281,0.7886697661252141,281,1000,2.305843009213694e+18,"[[86018572855962195, 1847883699258444581], [153743650771889609, 794633789185287595], [2121092647333014343, 2013162642849706046]]"
fixed,adversarial,1000,2000,0.5,1,28,0.004363874999398831,4.363874999398831e-06,0.014705917001265334,2.941183400253067e-05,252632,505.264,1000,0.5,1,1999,22.355088906108158,999,1000,,
